file,pure_text,word_count
nemec-g/sent_items/136.,"Mary,  Can you prepare CA for the following entities.  Black Diamond should be bi-lateral and Shell needs to be unilateral (i.e. only protects us).  Let me know if you have any questions.",32
nemec-g/sent_items/138.,"Shane,  After reviewing the Mojave TPA, I contacted Carlos Pena with El Paso to discuss.  He agreed that Section 3.2(B) can be stricken.  He also agreed that the Sentence In Section & on Page 10 which reads ""Text from here to the end of item 7 has been inserted by Enron North America Corp."" is a note which should be stricken.

Also for consistency sake, Section 3.2(B) in the main body of the agreement should not be stricken.  Exhibit A overrides this Section so the strike is not necessary in the main body of the Agreement.  

Lastly,  the full legal name ""Enron North America Corp."" should be inserted in the agreement.

Let me know if you have any questions.",119
nemec-g/sent_items/14.,New deal being negotiated.,4
nemec-g/sent_items/140.,Attached is the form of GTC Wellhead for use in the Torch Energy transaction.,14
nemec-g/sent_items/143.,"Rakhi,  Attached is the letter with my revisions.  I would have Mr. Neyman sign the letter.  Let me know if you have any questions.",24
nemec-g/sent_items/144.,Our insurance contact is David Marshall.  His phone number is 713 853-6847.,12
nemec-g/sent_items/145.,"Judy,  I added the language for the payment by wire transfer in Section 6.",14
nemec-g/sent_items/146.,Attached is your proposed language with my comments redlined.  Please review.  I would be happy to discuss.  I can be reached at (713) 853-3512.,24
nemec-g/sent_items/147.,"FYI,  We have one more outstanding issue.  I have given them our insurance expert (David Marshall) name so they can discuss their insurance comments directly.",25
nemec-g/sent_items/148.,"Phil,  Can you send Tyrell the schedule that is to be attached as Appendix A?",15
nemec-g/sent_items/149.,Attached are the revisions I sent to John.,8
nemec-g/sent_items/15.,"FYI,  New Huber deal being negotiated.",6
nemec-g/sent_items/150.,"Debra,  Could you resend to Enfolio Spot Master to Mark?  Let me know if you have any questions.",18
nemec-g/sent_items/151.,"Attached is the revised Keep Whole Language.  I assume this language would completely replace the Variance langauge that we currently insert in our GTCs and any Replacement Price Differential Language in our Pooling Point and Wellhead GTCs.  I.e. this will be the only measure of damages for these deals.  If this is not correct, let's discuss. 

Ellen,  This language would be the same language use for the W&T Offshore and Spinaker deals.  Is this correct Nelson?

Please review before sending out to make sure I have correctly captured your business deal.",91
nemec-g/sent_items/152.,"Attached are the Cascade Documents redlined with my changes.  Please review and let's discuss further before forward by to Cascade.  

Some items to note:

1.  As we discussed before, the non-compete provision must be approved through the proper channels at Enron.  The current Enron Corp. policy requires approvals by:
	1.  The President (or equivalent) of Enron North America Corp.
	2.  General Counsel of ENA (Mark Haedicke)
	3.  Executive VP, Corp. Development of Enron Corp.
	4.  Anyone else that ENA requires to approve these non-compete agreements.

2.  We need to scrub how this will fit with EES' business in this area.

I tried to narrow the non-compete provisions as much as possible.  Let's discuss.",113
nemec-g/sent_items/153.,"Hi Mom,  I am doing fine.  Sorry I haven't responded earlier.  Glad to hear that ya'll are back safe and sound.  I am staying busy with the usual stuff.  Talked to Sharon last week.  It sounds like she is getting really close to the time.  Another grandchild.  Are ya'll going up to Dallas shortly after the birth?",57
nemec-g/sent_items/154.,"Rusty, Per Nick's request, attached is the form of professional services agreement we have used for Enron North America.",19
nemec-g/sent_items/156.,"Max,  Please see attached redline from Colorado Springs.  They revised the Collateral limits in Section 4.5.  Let me know your thoughts.",21
nemec-g/sent_items/157.,My username is P00502719 and password is 14369477.,8
nemec-g/sent_items/158.,I will put in on my calendar.,7
nemec-g/sent_items/159.,"Andy,  I have a few comments.  Attached is a redline.",10
nemec-g/sent_items/16.,"Ken,  Attached is your document with my comments.",8
nemec-g/sent_items/160.,fyi,1
nemec-g/sent_items/161.,Attached is the term sheet with my revisions.  Please review.,10
nemec-g/sent_items/162.,"Hey GT,  When are you coming to H-town?",8
nemec-g/sent_items/163.,"Attached for review are the draft template GTC and Confirm forms for the monthly wellhead and pooling point purchase business of ENA Upstream.  Please review and provide any comments you may have as soon as possible.  We would like to implement these templates for October business going forward.  

Judy,  We need to discuss how the ""Keep Whole"" language used for the torch deal, should be incorporated into these forms for those deals with the negotiated Keep Whole.  Ellen, has scheduled a meeting for Thursday to discuss.",86
nemec-g/sent_items/164.,"It was very nice running into you also.  Banker, smanker.  G works hard for the money, so you had better treat him right.

What do you have going on this week?  Thurs. or Fri. after work would work.  (That sounds weird)",41
nemec-g/sent_items/165.,"Attached is the precedent agreement with changes redlined.  I scanned their hardcopy.  I added that same outs that were included in the Momentum agreements, but I left the dates blank.  Please review and let me know if you have any questions.",41
nemec-g/sent_items/166.,Let's discuss on Thursday.,4
nemec-g/sent_items/167.,Attached is the form of amendment to guaranty for Tractebel.  Do you know the $$ limits for signing authority for Bridgeline.  I.e. when do the management member have to sign a guaranty as opposed to Randy Curry?,37
nemec-g/sent_items/169.,I actually found a copy yesterday and forwarded to Keith for him to review.  I think we either want a cashier check or a wire transfer.  Do we have a legal description for these tracts to use in the sale documents?  We will need to have one to finalize the documents.,51
nemec-g/sent_items/17.,"Keith,  Please note the following changes for the Napoleonville warehouse s=
ale docs.  I will call you to discuss further issue to getting this finaliz=
ed.",26
nemec-g/sent_items/170.,"John, The meeting is tomorrow at 2:00 in 30C2",9
nemec-g/sent_items/171.,"Max,  The agreement calls for them to provide to ENA certification that they have set aside special funds to meet their payment obligations to ENA under this agreement.  A letter from the mayor or city manager indicating such budget approvals are sufficient.  To the extent they don't provide this, an Early Termination event occurs.  We can still call for collateral in accordance with Section 4.5 if they don't meet the thresholds.  The item added in your Sentence #1 below does concern me.  This seems to be a floated revenue system and I am not sure how we get comfortable that the revenues will be there.  I need to review these additions with Colorado Springs, because it is not clear to me how they think such provisions operate in the context of the existing language concerning the budget certification requirements.  We probably need to get on a conference call with them.
 
I am probably OK with the arbitration provision, depending on how the other items turn out.
 
Tyrell,  do you want to set something up a call with Marcus and his attorney to discuss these issues?",185
nemec-g/sent_items/172.,Thanks for your help on this!,6
nemec-g/sent_items/173.,I am fine with this form.,6
nemec-g/sent_items/174.,After this hearing staff makes a recommendation to the commission.  The commission decision should be issued in late Oct. or early Nov.,22
nemec-g/sent_items/175.,"Ned,  Attached is the revised  CSI CA based on our discussion.  The non-compete provision is removed.  As we discussed they would still be obligated to not use our Confidential Information for any purpose other than to evaluate a transaction with ECS.  However, they could still pitch a proposal not utilize our Confidential Information.",53
nemec-g/sent_items/176.,"Rude Dog,  How is it going?  Enjoying every moment of marital bliss!!  Must be weird to be a student again and have to do all that studying and drink all that beer.

The Horns are looking pretty good.  The defense has really been spectacular as well as special teams.  The offense is sputtering right now, but I think they will get back on track.  I am going to the UH game this weekend.  We had better put a whipping on them. But with Texas you never know.  Gone to any Michigan games yet?",93
nemec-g/sent_items/177.,"Judy,  Attached are the Torch Docs redlined with my changes.  I also changed some the the title on Exhibit A.",20
nemec-g/sent_items/178.,"Max,  Tyrell is attempting to set up a conference call with these guys for Monday afternoon.  He will get back to us with the details.",25
nemec-g/sent_items/179.,"Rude-Dog, Enron is still treating me like a baby treats a diaper!  Just kidding.  Things are going fairly well and have gotten pretty busy within the last couple of weeks.  Still trying to recharge the girlfriend pipeline on the weekends.  Kinda of in a dry spell right now.  Oh well at least my life isn't complicated.  Glad to hear things are going well for you.  Yes the days of surfing Longhorn boards for 3 to 4 hours a day are over.  

I am really getting comfortable with our DTs actually.  Maurice Gordon, even though undersized has wreaked a lot of havoc. He crushed Curry in the endzone for the safety.  Sounds likes Tubbs is picking up the double teams (ala Casey Hampton) which allows Gordon more room to work.  He is very quick and can get to the backfield quickly.  

Mark my words, Derrick Johnson is our best linebacker Now!!!  Watching him against NC was a joy.  He toys with the lineman and makes them look silly when he jukes and blows past them.    The guy needs to be starting now.  I know he has only played two games, but I haven't seen a more talented linebacker play at UT since I began watching Longhorn football.

The game against UH is national on ESPN2, I believe.  You should be able to catch it.  Watch #11 on Defense.  Look for me in the stands.  I be the one wearing burnt orange.

G$",241
nemec-g/sent_items/18.,Overall I would give her a 5.  I would request her again.,12
nemec-g/sent_items/180.,Attached are the revised redlined docs. per our discussion.  Let me know if you need me to review these with Mariner's counsel.,22
nemec-g/sent_items/182.,"Sometimes you just have to step up to the big leagues.  I actually didn't know how much that trash can costs.  The ex bought it.  It is stainless steel, not chrome.
I will sell you mine for $90.  I will even Lysol it for you.


Congrats on your oversized chair with ottoman.",52
nemec-g/sent_items/183.,XX-Large.  Thanks.,2
nemec-g/sent_items/184.,"Sorry,  Jean Mrha's assistant should have it.",7
nemec-g/sent_items/185.,"No problem,  I thought it was a day game when said I would come in on Friday.  Enjoy your Fri.",20
nemec-g/sent_items/187.,"LRCI, Inc.",2
nemec-g/sent_items/19.,Attached is the Cash Sale Form for Texas Brine we discussed.  I would also let them know this is the exact same form executed for the sale of the previous tract to Texas Brine.  Let me know if you have any questions.,42
nemec-g/sent_items/2.,Attached is the document with one change.,7
nemec-g/sent_items/20.,"Debra,  I think we were waiting on credit for this one.  I believe we answered their question that Atmos Energy Corp. would be the one executing the documents.  Can you check with Veronica?",33
nemec-g/sent_items/22.,"Mark,  Attached is a draft.  Please review and let's discuss before you send to Huber.",15
nemec-g/sent_items/23.,"Judy,  I added the language for release by Mariner that we discussed.  I put a 3 day threshold in the language.  Please review and lets discuss.",26
nemec-g/sent_items/24.,I have no idea what this is.,7
nemec-g/sent_items/25.,"Rick,  Enron North America Corp. has participated in this program the last couple of years and intends to do so again.  I will be coordinating the program for ENA.  Please forward any information to my attention for the upcoming process.  I can be reached directly at (713) 853-3512.  Thanks.",49
nemec-g/sent_items/26.,"Hey Tracy,  Yes you are correct.  That is a fantastic picture of JJ.  Really miss that guy.  Young Frank doesn't seem to be enjoying the experience as much as Madeline.  Glad to hear things are going well for you guys.  All is good with me.  Not much new and exciting happening.  Thanks for the pics!",55
nemec-g/sent_items/27.,"Ruth,  Attached is a redline and clean version of the amendment.  I added the language we discussed on the phone.  I also added paragraph and associated changes to make it clear that this pricing doesn't comment until December 1, 2001.",40
nemec-g/sent_items/28.,"Please review.  Note that on the attached letter, we will remove the rep. c=
oncernig the ""presence"" of hazardous materials"".  According the Kyle, there=
 may have been such material stored in the warehouse.  Kyle,  Please review=
 the letter and let me know if you see any problems.",47
nemec-g/sent_items/283.,"Yes






	Rae Meadows/ENRON@enronXgate 05/15/2001 04:53 PM 	   To: Gerald Nemec/HOU/ECT@ECT  cc:   Subject: Time Period	


Gerald, I need to know if you worked every day during the last pay period and if you worked 8 hours each day.  Thanks.  Rae",38
nemec-g/sent_items/284.,Forgot to forward earlier.,4
nemec-g/sent_items/285.,Attached are the latest per our discussion.,7
nemec-g/sent_items/286.,"Chris,  Attached is the form of Professional Services Agreement to be used for Power Engineers.  I am assuming Power Engineers has no existing agreement with any other Enron entity.  We should ask them if this is the case.  The rate sheet they provided would be attached as Exhibit B.  Please review.  I am ok to forward this to Power Engineers for their review.",63
nemec-g/sent_items/287.,"Amelia,  Can you check on contract # 96021047 to see if this is any current transport activity on this contract.  This contract was never executed.  Reliant HL&P informed me that this contract is no longer being used and they would prefer to terminate or void this contract.",47
nemec-g/sent_items/288.,Attached are the revised Devon confirms based on our discussions with Shonnie.  Please review.  I am also attaching the masters again to be complete.,24
nemec-g/sent_items/289.,"Watch It Wizzlefritz!!





	""David E Deutsch"" <dedeutsch@duke-energy.com> 05/16/2001 01:04 PM 	   To: Gerald.Nemec@enron.com  cc:   Subject: Re: FW: This is SO awesome	




Not bad Jackass!",23
nemec-g/sent_items/29.,"Paul,  Disregard the prior version and use this one.",9
nemec-g/sent_items/290.,"Marlene,  I have the Dominion contract and I will get that back to you shortly,  however I don't have the Midwestern Contract.






	Marlene Hilliard 05/16/2001 01:47 PM 	   To: Gerald Nemec/HOU/ECT@ECT  cc:   Subject: Midwestern Gas Transmission Contract No. 96026510	


I am inquiring about the status of the above mentioned contract.


Please let  me know the status as soon as possible.


Marlene D. Hilliard",62
nemec-g/sent_items/291.,"Dave,  Per Barry's request, attached is our firm GTC and confirm for gas purchase/sale.  The GTC is typically only for deal which are 6 months or less.  Credit also need to review the counterparty.  Depending on the circumstances, a Master Firm Purchase/Sale Agreement may need to be put into place.  Let me know if you would like a copy of the master.",62
nemec-g/sent_items/292.,Please review.,2
nemec-g/sent_items/293.,Here is the revised letter.,5
nemec-g/sent_items/294.,"Mr.  Drexelius, 

	Per Barry Tycholiz request, attached is the letter agreement for assignment and payment for the Kern River Capacity.  Please execute immediately and fax to my attention at (713) 646-3490.  Upon receipt I will forward to Barry for decision to execute or not by 1:00 pm.  Thank You for your prompt attention to this matter.",56
nemec-g/sent_items/295.,"Sounds like the trip was AMAAAAZING!!!.  Laura should seriously consider writing for Conde Naste.  

I think the best quote was  ""The next morning Ryan and I were so confused about what had taken place the night before.""",37
nemec-g/sent_items/296.,"Mark,  Attached are the committed reserves GTC along with a confirm for each of WIC's Contract #1 and Contract #2.  Please review.",22
nemec-g/sent_items/297.,"Please review the attached I added some language at the end of the intrastate warranty.  To the extent this warranty gets changed, we will have to change the warranty in the gathering agreement.",33
nemec-g/sent_items/298.,"Any time after 1 pm works for me.






	Rae Meadows/ENRON@enronXgate 05/17/2001 02:07 PM 	   To: Gerald Nemec/HOU/ECT@ECT  cc:   Subject: Meeting with Chris Sherman	


Chris Sherman wants to set up a meeting with you next Tuesday afternoon.  What times are you available and is that a good time for you?  Thanks.",49
nemec-g/sent_items/299.,"Mary,  Please prepare a draft bi-latieral CA with the following entity:

RealEnergy, Inc.
1900 Avenue of the Stars, Suite 755 
Los Angeles, California 90067

The topic of the CA should be information concerning a potential sale of natural gas and/or provision of transportation capacity for RealEnergy's distributive generation requirements in southern California.

You can use the Huber CA we just did for the form.  Please check conflicts with Kay Young as well.  Thanks.",73
nemec-g/sent_items/30.,Attached is the revised doc per Eric's comment.,8
nemec-g/sent_items/300.,"Debra,  Attached is the form we should use.  Review and let's discuss.",12
nemec-g/sent_items/301.,I need to terminate my membership to the Body Shop.  What do I need to do to effect this?,19
nemec-g/sent_items/302.,Attached are a draft of the MSA and a Transaction Agreement under the existing Enfolio Master in place between ENA and the City of Palo Alto.  Please review.  There are a few questions and blanks to be completed after your review.,41
nemec-g/sent_items/303.,"Thanks.






	Debra Perlingiere 05/21/2001 10:41 AM 	   To: Gerald Nemec/HOU/ECT@ECT  cc:   Subject: Wellstar	


Theresa has changed the price to  ""less $.70""  and suggested I insert  meter numbers rather than well names.    Pending further changes I will send to Wellstar.


 

dp

Debra Perlingiere
Enron North America Corp.
Legal Department
1400 Smith Street, EB 3885
Houston, Texas 77002
dperlin@enron.com
Phone 713-853-7658
Fax  713-646-3490",60
nemec-g/sent_items/304.,"Per your request, please see the attached.",7
nemec-g/sent_items/305.,"Revised per your request.  I did remove the conditions precedent.  All outs in the Cinergy Trading Firm Contract have expired.  I understand that Kern has a final certificate from FERC.  Is this the case?

We do need to have the executed assignment docs, before we sign this paper.",48
nemec-g/sent_items/306.,Attached are the revised docs. based on our discussion.  Please let me know prior to forwarding to Palo Alto.,19
nemec-g/sent_items/307.,Per Barry's request.,3
nemec-g/sent_items/308.,"Rusty,  Attached is the amendment to the Dow Brine Agreement which extend the period from 160 to 190 days.  I used an amendment form instead of a letter form for the sake of clarity.  Sorry for the delay.",38
nemec-g/sent_items/309.,"Heather,  Attached are the clean and redlined drafts of the revised Coal and Ash Agreements per your notes and phone mail.  Please review.   By copy of this email I am asking David to review the insurance section in both agreements for adequacy.  

David - The attached are the forms of Coal Hauling and Ash Handling agreement that we would use to contract with Reuse Technology for both the Lumberton Power LLC and Elizabethtown Power LLC.  Please provide comments.",78
nemec-g/sent_items/31.,Attached are the latest documents.  The Transaction Agreement was split into two separate agreements.,14
nemec-g/sent_items/310.,"I changed the date in the working drafts.  Let me know what other comments you have.






	Heather Kroll/ENRON@enronXgate 05/23/2001 10:25 AM 	   To: Gerald Nemec/HOU/ECT@ECT  cc:   Subject: RE: Revised Coal and Ash Agreements	


Gerald,

Sorry I made a mistake, the ground lease will end January 31, 2009 (not 2008 as in my previous e-mail).",53
nemec-g/sent_items/311.,"Username: gnemec

Pass:  jbkg01grn",4
nemec-g/sent_items/312.,"Barry,  Attached are redlines of the docs with the changes we discussed today.  Please pay special note to the Maximum Daily Deliverability Quantity of the Confirm.  I want to discuss how this limits us and what flexibility this section needs.  Please review and lets discuss.",45
nemec-g/sent_items/313.,"Barry,  I added a some language to th disclaimer.",9
nemec-g/sent_items/314.,"Barry, For your review.",4
nemec-g/sent_items/315.,"Debra,  Please work these terms into a GTC for the Mexico deal.  ASAP",13
nemec-g/sent_items/316.,Attached is the revised Agency Agreement per our discussion and your notes.  A clean and redlined version are provided.  Please review.,21
nemec-g/sent_items/318.,Please see the attached memo.,5
nemec-g/sent_items/319.,"Per Barry's request, attached is the Agency and Management Services Agreement to be executed between Enron North America Corp. and Mexicana De Cobre.  Also attached is the form of agency agreement to be attached as Exhibit B to the Agency and Management Services Agreement.  This agency agreement is El Paso's form and must be executed by ENA, Mexicana, and El Paso.  The El Paso form requires that you open as a read only file.
Please review.

  

We are working on the gas purchase agreement and should forward shortly.

We received the power of attorney and bylaws you emailed.  I had a Spanish speaking attorney in our office assist me with their review.  The bylaws look fine. We would like you to follow up with a certified copy in the mail.   For now can you confirm via a response to this email, that these are the latest bylaws on file?  

 He noted that under the Power of Attorney, it would be required that two of the gentlemen listed on page 2 of the power of attorney documentation, execute our agreements.  Can you confirm?  Would be happy to discuss this with you.

Thank you for your cooperation.  

Gerald Nemec
Attorney
ENA Legal",200
nemec-g/sent_items/32.,"Debra,  Please send Gary Bryan a sample master firm.  Thanks.",10
nemec-g/sent_items/320.,"Phone number is (713) 853-3512.






	arlanz@mexis.com (Armando Lanz) 05/30/2001 02:28 PM 	   To: <Gerald.Nemec@enron.com>  cc:   Subject: RE: Agency Agreement	




The By-Laws are the ones we sent by fax to Barry L. ?   And yes, these are the latest that the company has.  The other question  that you have about having 2 people executing the agreements.  Yes it is  necessary that 2 of those will need to sign.  One of them will be Genaro  Larrea Mota Velazco and I believe that the other one will be Daniel Tellechea  Salido (this I will have to confirm)
 
Which is your phone number ?  I may be calling you  between the next couple of hours.

Saludos,
 
Armando Lanz Oliver
Lanz Consultores en Energia  S.C.
Rodolfo Gaona # 6 Despacho 103, Col. Lomas de Sotelo
Naucalpan, Edo  de Mex CP 53390
Tel: 555 757 88
Fax: 555 757 95
Cel: 044 5502  0308
Biper: 5447 1111 cve 801  9581
----------------------------------------------------------------------------",154
nemec-g/sent_items/321.,Attached for your review are a draft of the gas Confirmation and associated GTC.  Also attached is a clean and redlined version of the Agency and Management Agreement.  A few minor tweaks were made.  We also added some information requirements concerning your gas supply deals.  Please review.  Thanks for your help.,51
nemec-g/sent_items/322.,"Becky,  I attended the Thursday session.  Please send me the paperwork I ne=
ed to get the CLE credits.  Thanks.",20
nemec-g/sent_items/323.,"Brian,  Attached is our response to Bridgeline's issue list (revised based on our meeting) with a short cover letter.  I addressed the cover letter from you to Robert Morgan.  If that is not correct let me know.  I am sending a hard copy of these docs for your signature.  Let me know if you have any questions.",57
nemec-g/sent_items/324.,"Rae,  Please print the cover letter on ENA letterhead and attached a hardcopy of the response.  I need to fill in Bridgeline's complete address on the cover letter.  Please check with Keagan to see if she has the address.",39
nemec-g/sent_items/325.,Resending per your voicemail.,4
nemec-g/sent_items/326.,"Sounds good.  Let me know if you need anything else.






	Brian Redmond/ENRON@enronXgate 05/31/2001 08:22 AM 	   To: Gerald Nemec/HOU/ECT@ECT  cc:   Subject: RE: Bridgeline Response	


Gerald,

I have revised the letter slightly to address it to Randy Curry and will send it out from here.

Thanks for the effort.

Brian",48
nemec-g/sent_items/327.,"Louis,  Please approve a parking subsidy for Nabil Nachawati, a summer law clerk, in the legal dept.  My RC# is 105659, and the CO# is 0413.  Let me know if you need any further information.

Gerald Nemec",37
nemec-g/sent_items/328.,"Attached is the executable Agency and Management Agreement Document.  Please print out and execute and fax back to Barry for ENA's execution.  We will fax back a fully executed copy.  Please note that as we discussed, two of the gentlemen listed in Mexicana  de Cobre's power of attorney must execute.  

Will will follow up with hardcopy orginals for execution with all the exhibits in the mail or delivered by Barry.  Thank You.",72
nemec-g/sent_items/329.,Forgot to mention earlier.  Please fill in the notice information on the executable copy of the Agency Agreement.  Thanks,19
nemec-g/sent_items/33.,Attached are redlines of the latest.,6
nemec-g/sent_items/330.,"Greg,  The revisions made by Brazos Valley are acceptable.  They can prepare the executable, sign and forward to HPL for signature.  Let me know if you have any questions.






	Greg Brazaitis 05/30/2001 09:12 AM 	   To: Gerald Nemec/HOU/ECT@ECT  cc:   Subject: Guaranty Letter	


Gerald,
Please review and comment.
Thanks,
Greg",48
nemec-g/sent_items/331.,We have accepted your suggested revision to Article 13 of the Agency and Management Agreement.  Attached is a new executable with the language revised.   Also attached for execution are the gas purchase confirm and associated GTC for the gas purchase through Monday June 4.  The GTC was revised to remove the $0.15 per MMBtu liquidated damages.  Thanks.,57
nemec-g/sent_items/332.,"Greg,  Attached is the executable for Brazos Valley Energy, L.P.

 

Thanks, and Good Luck with AEP.  If you need any follow up on this please feel free to call me.

Gerald",31
nemec-g/sent_items/333.,"Attached are the final documents which includes

1.  Agency and Management Agreement - Clean and Redlined copy which shows the changes per my discussion with Jay Goleb at Baker & Botts
2.  Gas Confirm for June 1 thru June 4, 2001
3.  Gas Confirm for June 5 thru June 30, 2001
4.  Gas Conform for July 1 thru October 31, 2001
5.  GTC which applies to all three confirms
6.  Agency Notice Letter - Mexicana to send to its Permian suppliers for notice of Enron's agency.

Please print out and execute documents 1 thru 5 and fax to Barry Tycholiz.  We will follow up with duplicate originals for execution.  Thanks for all your cooperation.",114
nemec-g/sent_items/335.,"Rae,  Please redline the No4 against the original No3 on compare write and forward via email to Kim Ward.  MS word would not redline correctly.",25
nemec-g/sent_items/336.,"Shonnie,  Attached are my comments per our discussion.",8
nemec-g/sent_items/337.,"Mark,  Attached are rough drafts of the following documents for the noted projects:

Bay Gas Storage
1.  Draft CSA
2.  Draft Lease Agreement
3.  Draft O&M Agreement

   

Oakhill
1.  Draft CSA
2.  Draft O&M Agreement for Hanover to provide maintenance.

  

Please note that these are really rough based on the limited information available at this time.  I did not provide a lease agreement for Oakhill as you indicated Hanover would finance/lease the Electric Motor Drivers to ECS.  If Hanover is providing a straight lease, the lease for Bay Gas could be used.  If Hanover is providing a purchase option, the lease agreement would need to be modified for the purchase option.  My suggestion is to provide these forms to the customer with the caveat that as the commercial terms are fine tuned, these drafts will be modified.  But this gives them the basic idea.   In my absence please contact Barbara for coordination of legal support in the event you cannot wait until I return.  Thanks.",165
nemec-g/sent_items/338.,"Mark,  I forgot to mention in my earlier note, that for the parking/storage arrangement with Bay Gas, I would request their form of storage agreement.  I makes more sense to have a separate agreement cover the parking arrange as this is really independent of the compression services.  These storage company typically have their own agreement that not bad and usually won't use the counterparties paper.",65
nemec-g/sent_items/339.,fgvzdfbzdfbzdfb,1
